CustomerID,Timestamp,PurchaseValue
0aceec663cec529d2484159c635d01a6,2017-05-25T14:52:00Z,22.81
5be2ac653d1705807f7c74a2fb2076a4,2017-07-27T02:37:00Z,22.85
522b83c8f75529d5d70b8328d19928ea,2017-09-15T01:34:00Z,22.91
4464c0115dd6bf4d4d633489328fdc7a,2017-09-28T11:53:00Z,22.94
a6d64bf2e553ea6a5655f190c77a935a,2017-09-14T13:56:00Z,22.97
de6f107545a9563eb6b283d808d2877a,2017-04-14T05:42:00Z,22.98
06fe173c4e277fbf188066403efdea5e,2017-09-14T13:11:00Z,23.0
9131f8e2d486ef93a5ddaa5558c9e98f,2017-10-06T03:30:00Z,23.04
6fbf66b19c36d3892d4596e7ed99d9e2,2017-07-25T23:26:00Z,23.05
49ca23ca731b0e1baa821c1b80eca677,2017-09-28T14:17:00Z,23.08
073735c708e5a810929c67776a097228,2017-10-16T16:07:00Z,23.09
fa4805425f0aa2fe7aadec66bde1fd47,2017-08-15T18:21:00Z,23.1
4fbe19269727fee256377dd8ba3b529c,2017-04-10T05:52:00Z,23.1
aa951b8036672394491b52491dabf773,2017-10-17T11:57:00Z,23.13
ada3ca46cd71158ef19a4a73ff87710f,2017-09-14T19:56:00Z,23.17
9690217261010ad90c43c1dd1d058e9c,2017-08-17T14:50:00Z,23.2
dcf0c2b86e51c68d4584d428030fd9d3,2017-08-15T13:36:00Z,23.2
1dd93701e7c123d2a45821d294fe6c15,2017-11-29T03:21:00Z,23.21
0b8031151b150d0651edfa2f0b1acb91,2017-08-10T08:36:00Z,23.23
121ac1d17d5ee423412f6f03087081da,2017-07-16T21:34:00Z,23.24
90af6cc921d0c6f77ea2731a6c1e72e1,2017-09-14T14:29:00Z,23.35
0664cbab77f641b145735e878107fde9,2017-04-28T18:35:00Z,23.42
e5f5f4f9f9447755a39977fde2a94a9f,2017-03-31T20:58:00Z,23.42
3f7acdb2f28be87ce1e489f0bb28f46a,2017-09-14T15:04:00Z,23.43
073735c708e5a810929c67776a097228,2017-09-28T14:59:00Z,23.44
2bc88dd411c28eb00de63df9f1b5cb51,2017-09-14T14:27:00Z,23.47
eb1c9ba91a558386c8add7ee795d436c,2017-04-07T14:01:00Z,23.47
4771f89c0c742b153ab94a575aad0158,2017-10-16T14:53:00Z,23.48
73582c43463d0a6442d5a198c9ad2d53,2017-05-30T18:01:00Z,23.48
4e4ba505925b79e13a54e8662dd83343,2017-04-15T03:56:00Z,23.48
3b70a608d6a942d23117b2d4cbcf754a,2017-04-14T13:18:00Z,23.48
41aef1ec69f478501132789f6d936b34,2017-07-28T16:33:00Z,23.51
f0a0820d027b903eb8302d6a3b289fb6,2017-09-14T12:32:00Z,23.55
1a89258151f74319fd50778b0ed2f4f5,2017-08-23T03:48:00Z,23.58
9af1d61afeee06b349b5535e38a6cc6e,2017-08-15T14:47:00Z,23.6
b4663516f9e9324afd9aa7eeba0efbfa,2017-05-29T18:29:00Z,23.61
ffa943090cd474d604afbe1045380157,2017-08-15T18:11:00Z,23.62
0cb58811f647ec88aac5fe683d28f28b,2017-09-28T21:23:00Z,23.68
cfb3cab3a2531ef36d85ec5922d6cdb0,2017-08-16T02:08:00Z,23.69
c56a7bf7edba5966350dd3b2e3ef8310,2017-09-28T15:55:00Z,23.7
7f54a64aa711a1572377e1cdcbca1a7d,2017-09-28T17:15:00Z,23.74
1f1c00c05c69394a61971c309dcb3cdd,2017-09-14T13:23:00Z,23.77
869b8249799b965d9b1d7991e853b826,2017-09-14T14:25:00Z,23.78
11976e2d4bec7421a1c106eec5a2c1e2,2017-08-15T17:19:00Z,23.79
f205576e3e3ec06ccf8f663a6d682993,2017-05-26T03:24:00Z,23.83
1785b17a3782670f755d8b9d8496d0af,2017-04-28T13:06:00Z,23.84
3d8ffa3674ce676ffdaf5779c46e98a7,2017-09-14T20:34:00Z,23.92
46454d378a1332750c086fb1101c07ce,2017-09-14T13:13:00Z,23.92
0aa8ab31c991825d8f0a82866a79e71d,2016-12-23T16:35:00Z,23.94
3d497be94646a11bec5232fb8ebf2f6b,2017-09-15T03:07:00Z,23.97
ea623f715c09492b8a565e2b8dfff305,2017-09-28T13:59:00Z,24.02
a719d6643a7832535de9aded2f467825,2017-09-28T15:39:00Z,24.07
8713caecd7fc8f4f17edaa8a8e80fe03,2017-08-11T00:12:00Z,24.07
8c32fa439025eaf3ebde93497ce849fe,2017-10-16T15:45:00Z,24.09
1cb800e4fb3833f0e3b6cd6817a57801,2017-09-14T20:41:00Z,24.12
663cb49b537ac41da36d8ee5e6fc782d,2017-07-27T16:27:00Z,24.19
75fc583d0aa14150e5427a4cc4244a91,2017-09-28T13:25:00Z,24.23
439e3c50deafc3ee91c868c1b6a3c9c7,2017-09-14T15:59:00Z,24.24
72bb720bbaa23cba28301835061bc754,2017-09-14T17:18:00Z,24.25
5e99156110c323496fb85d2d2283c505,2017-10-16T16:34:00Z,24.28
2b5b01bb4d4c38be8af78817bc6746d7,2017-06-24T15:15:00Z,24.33
a5a14d8a02f05d49d346120e3a698efa,2016-12-18T22:17:00Z,24.55
221ac459bf78a09406ac818f9103218b,2017-10-21T18:33:00Z,24.88
cdc20ba61c99dc667b3ddd2fdcce9122,2017-07-28T16:01:00Z,24.92
f6a243d39e626ef245c45d06527df145,2017-01-22T23:00:00Z,24.97
87b23df4cfeab286dfa876c2c65a11de,2016-12-17T14:30:00Z,25.0
40f83489ab330f9566e2e5a05c2caea0,2016-12-27T20:01:00Z,25.02
7224d0805a99fbe1b8bf5c97a2a8dc58,2017-08-25T18:44:00Z,25.16
3c3f5fccb4f7e751a2b7f5f4707099bb,2017-07-17T19:43:00Z,25.17
358981ccbd71cb93ac00b88d19218972,2016-12-20T15:40:00Z,25.17
1a5089073fd6dd84d75c84b164fd2c32,2016-12-15T17:36:00Z,25.18
ab0bb7d70328e10c17f7e14e7520e1dd,2016-12-20T01:29:00Z,25.24
6d28e079f0557666ce6d993c0ecb8f4b,2016-12-20T20:29:00Z,25.38
137396d2ee455850b2f069ca4ff9d2f4,2017-08-15T04:34:00Z,25.39
c92f1b4ff3d5ccd30614d2f43c3ed17e,2017-11-05T17:12:00Z,25.43
20ca833c7bfc2e29a05315b18510975a,2017-08-07T22:16:00Z,25.43
c9f054a4bfdce9a8d9ae24b1b5522ada,2016-12-18T15:23:00Z,25.44
020c167eb34293014b465602ef17b463,2017-09-01T16:35:00Z,25.58
6fbf66b19c36d3892d4596e7ed99d9e2,2017-07-15T13:10:00Z,25.6
2939c52a21cb3479ec4048dc1c38325e,2016-12-17T19:08:00Z,25.63
a430d5a5f463f98d65b80c44c4959565,2017-11-28T20:19:00Z,25.82
221ac459bf78a09406ac818f9103218b,2017-08-11T20:06:00Z,25.88
4ba4861d6d66b49f66be26997ab56eca,2016-12-22T20:03:00Z,26.04
ab25d3e22a696c33dc7a07704638fe9e,2016-12-15T19:12:00Z,26.05
3b7b8699b236ed8fec3c35ff682ae79f,2017-07-15T19:42:00Z,26.14
649f1587747d98766eeb7d8740ad28a6,2016-12-26T14:55:00Z,26.24
f8b0ffb2143c74fa674bcd732f444026,2016-12-26T01:40:00Z,26.26
2e1e015ed7ff6443dd6389bff4d764d4,2017-09-11T23:21:00Z,26.43
2e1e015ed7ff6443dd6389bff4d764d4,2017-09-11T23:11:00Z,26.43
044109c5b3cb0cd90be9fa6757079882,2017-07-14T00:26:00Z,26.43
6d6d435f0dd4a56a2dd647d689cf87d6,2017-03-30T14:28:00Z,26.52
a04b00c0bc28e11a49f009de8859b5ee,2017-03-30T13:19:00Z,26.52
3f9a7a683e622115825c778eba33533d,2017-03-30T22:37:00Z,26.53
6e1c5153c369c70fd840f592b00cba78,2016-11-30T05:10:00Z,26.53
fa63b6f5958b103f6d0c2e9031ea3073,2017-08-06T12:01:00Z,26.56
ac2c5d3318fdd086d362f9b7c46c2cb4,2017-09-22T22:47:00Z,26.61
dafcccd1021eeac12b90d6985caaf9be,2017-06-27T15:53:00Z,26.66
566f44620e0bda00a39ee2c20f12a065,2017-05-03T08:01:00Z,26.66
8cbca3f135eb0b0b529a00d8258dc569,2017-06-02T12:20:00Z,26.7
075c7631a153f0d358c2f9b2e9134056,2017-11-28T10:36:00Z,26.72
4a54619a6e01e42cfb22e71b21b245a7,2017-07-10T19:40:00Z,26.72
f78ab4351027956a15cf008f1d26f5e3,2017-05-05T00:43:00Z,26.72
1f3355bc0dea881931a7e45cb2df79f0,2017-09-10T18:47:00Z,26.75
132f21d8278947c1745e0a7ded3e6f76,2017-06-30T20:20:00Z,26.78
e591bdce5c06fdfd354c5d1302012337,2017-06-15T03:55:00Z,26.79
0846b0139fe304789bc394870f6fd025,2017-04-26T20:23:00Z,26.79
11976e2d4bec7421a1c106eec5a2c1e2,2017-03-10T03:05:00Z,26.79
1747a7521650f9291048051322fa7739,2016-12-15T17:16:00Z,26.8
8d2ce54737dd404d20cadf1405d46dc8,2017-04-18T18:40:00Z,26.85
44e370ccbb59ccef1a87ea4031060689,2017-05-05T17:04:00Z,26.86
d2a3be4e3697bec9f18cd16be88ae0ca,2017-04-27T03:44:00Z,26.87
7d9784fbdb37467ecb2228a3342d1d18,2017-08-26T05:41:00Z,26.92
c505f6e87ff9782ba4ca791ae088f329,2017-01-13T00:14:00Z,26.92
5d3b469961030d168d684aa865334946,2017-04-10T23:08:00Z,26.94
ed58016eb479db3451bf3af91a6c63ae,2017-11-01T19:23:00Z,26.95
2e644995e7204e3850b1b2790c84b751,2017-05-19T16:05:00Z,26.95
36669dc3e086a67d1a72416cf6b46c43,2017-11-29T00:18:00Z,27.01
db0bd3b5ec2a35041de7436c699b215a,2017-03-13T15:24:00Z,27.03
b7c2517d510aeec55e4c1f686324fa11,2017-07-02T21:18:00Z,27.04
eaf54348e50c7289e15cadea874fe363,2017-07-15T12:58:00Z,27.05
47810b7c7fc24d3cf8287d03de62448b,2017-07-15T13:15:00Z,27.06
28266b8269e2d6dc1d99ab3e46e07bf8,2017-04-03T13:29:00Z,27.1
6f76cb699421405a52ad7c265af18d53,2017-06-22T04:21:00Z,27.11
44aadab55a9ef509297aa0d62b189310,2017-03-30T17:49:00Z,27.12
2169a250fd5b0c6a16cf7208e22eb770,2017-08-28T23:59:00Z,27.13
57b4085177607cd446c62b82c5f494c6,2017-04-01T17:29:00Z,27.13
8936fc07cd3860d8df22cc01b747994e,2017-10-19T02:19:00Z,27.15
dcf0c2b86e51c68d4584d428030fd9d3,2017-11-20T20:52:00Z,27.16
4469983c2dd8257c8d4f945a5f58473e,2017-08-05T16:12:00Z,27.16
0e0cead59703d768e5fc98969f24e076,2017-06-10T23:06:00Z,27.22
4f4ceeba080db186fdd3ed75805cc08c,2017-03-30T17:07:00Z,27.22
e23a7c00a1c1cf7d5d5665652c24df0b,2016-12-18T14:17:00Z,27.23
ffa943090cd474d604afbe1045380157,2017-07-29T14:14:00Z,27.29
b09b7efc624bc568e7c8af7e5b1e34f0,2017-03-15T17:33:00Z,27.3
f11b13bafca665415e5faa59f82620be,2017-09-29T02:42:00Z,27.36
036d19c6d71165c83286dec7eb25c89c,2017-06-16T20:14:00Z,27.38
3cea720d8857c378e43144f4f35edb89,2017-06-02T14:16:00Z,27.41
8ff966cbaabddbcd1a6eb5adf7bdcb01,2017-03-23T05:11:00Z,27.41
2ea4521ad477c1878ca90ed019327772,2017-04-02T07:25:00Z,27.42
39c16d6d132c73a123f5fc9733e5ebf2,2017-03-30T11:31:00Z,27.43
0ebe5fbfdb8d57924ba38cbe13aabefc,2017-08-04T14:27:00Z,27.44
f56db7f0854a2df17710f7db4ead14b2,2017-07-15T06:33:00Z,27.45
0dd9a12f3276dd74f9ad838b666e4200,2017-03-27T23:38:00Z,27.51
d2dcd14340b89238f9efa03d0c8f45c4,2017-08-15T17:34:00Z,27.52
4e7f109e4801a9701040cf9e6018ce71,2016-12-13T01:14:00Z,27.52
9124a2c1ebcee072aac45cc32287018b,2016-12-02T22:00:00Z,27.53
cfaa6a0097119b86aedfba7c1aea3945,2017-09-14T14:39:00Z,27.56
892686836b11d226f9d7406325a9560f,2017-09-16T20:29:00Z,27.58
725d0a526feea495ab917ad7f8262765,2017-11-15T23:04:00Z,27.59
f511ecbceb8ab535f175281846e2b9a9,2017-08-23T02:08:00Z,27.59
a6294710974e8ccf266623a78aef1e4b,2017-08-15T20:48:00Z,27.63
1087e0e329b6b323da8d0bf3ed7d4547,2017-09-28T21:05:00Z,27.65
cedd30ed4fc63a221cf690b5412c7244,2017-08-10T13:03:00Z,27.65
7037bcf776431772fbf0b493dc13500d,2017-08-17T16:13:00Z,27.66
950e9dd87391b872ae7b1afe1c778bfd,2017-07-25T22:14:00Z,27.67
c3cbbdb19ce41c5c3df16cbfb39b1ec8,2017-07-27T15:46:00Z,27.69
1a429434ace36fd76ffbf50aa7c0c1da,2017-03-11T18:59:00Z,27.7
6d4942379abf98ae8158e4b2e463d3f3,2017-07-26T21:10:00Z,27.71
99ff7ecf2ce57b42cc379d78e16e313b,2017-10-26T16:05:00Z,27.72
56a302de3116f8698f2e7d0029b6d36b,2017-07-14T01:29:00Z,27.72
fc10f67b6590b83dde5d4c6548e5ecc1,2017-11-17T14:07:00Z,27.73
ed7661a9ded7f5f688346722a3f79e6f,2017-08-15T14:14:00Z,27.73
199eed58ff6b8aa89cb16feafb93510a,2017-09-14T13:29:00Z,27.74
0b937997e6f55b43f95a14c1c6fe94e2,2017-07-25T14:17:00Z,27.74
b129da41da5971ef2f449fe550d9c319,2017-11-17T01:28:00Z,27.76
9af1d61afeee06b349b5535e38a6cc6e,2017-08-22T15:31:00Z,27.76
c2a693d962625ccf3a488455f42cc4bc,2017-08-15T13:39:00Z,27.77
1e01128d10cc7b4768f082dd71378d10,2017-08-15T15:58:00Z,27.78
ac74a0d265d669655a225bbd64a39e34,2017-08-10T19:58:00Z,27.81
ed575aa522674dc9f2ca72e083cdc46b,2017-03-11T22:19:00Z,27.81
2634921a0d5f7b0b866f9a3d05d2506d,2017-02-18T14:23:00Z,27.83
2b19a99a6a4b615a946c63c1aeb497c5,2017-10-04T17:54:00Z,27.85
ad1cfb7e01b5a5ed4c47a1e19ad6425d,2017-06-30T04:27:00Z,27.85
a49f15ace025bf456a4ffb7f622ef1a6,2017-09-14T16:11:00Z,27.86
9cc92075c3cf98067ec0a1b20b69fb86,2017-06-15T18:16:00Z,27.87
b6372f0077362f5912823daefaca9ad4,2017-01-23T20:40:00Z,27.88
118c55535235904f67cab46b36e90ede,2017-07-28T03:41:00Z,27.89
aad7765e0460a953f3696832c100057f,2017-07-28T13:03:00Z,27.9
8718feccf7c64e17a3f884aff515bd80,2017-01-23T18:20:00Z,27.9
b25e07a620987540b33e47578350435d,2017-05-01T23:09:00Z,27.93
f566f0fd965f681cbe6858594585c36c,2017-11-20T21:43:00Z,27.94
01c62b9b510751b0fd65f3c8a1a413d0,2017-07-27T02:12:00Z,27.94
fefc56a0b28c42b05620a7aba3dd7a0e,2017-08-22T16:55:00Z,27.98
567f8a16a54420cd6f283ebd40717b84,2017-08-16T16:58:00Z,27.98
5f902f32a4eb5d6c18e9d9d36c006ce4,2017-03-31T15:34:00Z,27.98
1087e0e329b6b323da8d0bf3ed7d4547,2017-08-16T01:49:00Z,28.0
7cffa476ebf57e79535b2a5965ba7025,2017-02-03T14:43:00Z,28.01
c91e46f694fea0f78c20bb6c0f6c475e,2017-09-14T18:10:00Z,28.02
e6d178d3029689f90019223b8c1153b9,2017-04-29T17:50:00Z,28.02
1813d96710a4d6049904601673b54825,2017-11-05T14:12:00Z,28.05
44e370ccbb59ccef1a87ea4031060689,2017-05-16T18:24:00Z,28.05
a92534133444b5028d12a129b1b128f7,2017-11-02T20:48:00Z,28.06
a8bfab0a50834ae4f786afeb3c20621c,2017-10-16T22:31:00Z,28.09
a5fadc51b1ae844ad9a70ad3cfa46a64,2017-04-27T21:56:00Z,28.09
838271a348c29af3bb2a83597f41488b,2017-09-04T01:44:00Z,28.1
a6c07f1c96214e69353482801ac9648d,2017-11-04T12:26:00Z,28.11
e08f8b04a9b5a584c5a2c4a525aab1ee,2017-11-19T22:41:00Z,28.14
2b96d6af92bd1fa75f827d4257010c7b,2016-12-01T18:57:00Z,28.16
1cc4b23372eac03db67f3293ad98f814,2017-08-15T22:59:00Z,28.18
cdf642859ae8d9a1e489c3a655cba827,2017-07-25T21:29:00Z,28.2
950e9dd87391b872ae7b1afe1c778bfd,2017-10-16T19:57:00Z,28.23
13126f6575756d70d60db9a39cb49c72,2017-07-26T00:32:00Z,28.24
5f8a83b1d1c0dd50ef0c99941cfc305c,2017-04-10T21:53:00Z,28.24
ce28bf333d10ccf8033ccb346f0df40c,2017-05-20T01:18:00Z,28.27
8cbca3f135eb0b0b529a00d8258dc569,2017-05-24T13:11:00Z,28.28
4862909c4ff91d818c2897770496ebd4,2017-07-29T06:23:00Z,28.29
678f7627ff475417a649601fdb854714,2017-04-17T02:36:00Z,28.29
818461a483d5ac85029665ea014a146c,2017-08-17T13:04:00Z,28.3
d5776d13f68b63172fcfc9eedc908b94,2017-04-02T23:01:00Z,28.31
372a8cde64bc09a6f06a0cb48d5da9a6,2017-03-31T16:56:00Z,28.34
